Cell_Name,K3_Strict_Signature,Signature_Rank,Display_Group,Group_Size,Panel_Order,Panel_Letter,Source_Feature_Column,Reader_Facing_Feature_Label,Original_Scale_Feature_Value
Mov. 3 - Cell 24,K3-DW1-DK1-PK2-NH1-NK1,2,B,14,4,d,d_slope_magnitude,Slope of oscillation magnitude,-0.0037492681313317
Mov. 3 - Cell 28,K3-DW1-DK1-PK2-NH1-NK1,2,B,14,4,d,d_slope_magnitude,Slope of oscillation magnitude,-0.0061466608772068
Mov. 3 - Cell 29,K3-DW1-DK1-PK2-NH1-NK1,2,B,14,4,d,d_slope_magnitude,Slope of oscillation magnitude,-0.0069107399216228
Mov. 3 - Cell 39,K3-DW1-DK1-PK2-NH1-NK1,2,B,14,4,d,d_slope_magnitude,Slope of oscillation magnitude,-0.0051384132028349
Mov. 3 - Cell 41,K3-DW1-DK1-PK2-NH1-NK1,2,B,14,4,d,d_slope_magnitude,Slope of oscillation magnitude,-0.0050265432278647
Mov. 3 - Cell 42,K3-DW1-DK1-PK2-NH1-NK1,2,B,14,4,d,d_slope_magnitude,Slope of oscillation magnitude,-0.00366250436104
Mov. 3 - Cell 56,K3-DW1-DK1-PK2-NH1-NK1,2,B,14,4,d,d_slope_magnitude,Slope of oscillation magnitude,-0.0041757792226972
Mov. 3 - Cell 8,K3-DW1-DK1-PK2-NH1-NK1,2,B,14,4,d,d_slope_magnitude,Slope of oscillation magnitude,-0.0044008510919801
Mov. 1 - O,K3-DW1-DK1-PK3-NH1-NK1,3,C,13,4,d,d_slope_magnitude,Slope of oscillation magnitude,-0.0057876639684081
Mov. 2 - Cell 1,K3-DW1-DK1-PK3-NH1-NK1,3,C,13,4,d,d_slope_magnitude,Slope of oscillation magnitude,-0.0064002898067848
Mov. 2 - Cell 23,K3-DW1-DK1-PK3-NH1-NK1,3,C,13,4,d,d_slope_magnitude,Slope of oscillation magnitude,-0.0023955077834758
Mov. 3 - Cell 25,K3-DW1-DK1-PK3-NH1-NK1,3,C,13,4,d,d_slope_magnitude,Slope of oscillation magnitude,-0.0052543259706159
Mov. 3 - Cell 26,K3-DW1-DK1-PK3-NH1-NK1,3,C,13,4,d,d_slope_magnitude,Slope of oscillation magnitude,-0.0056924111444615
Mov. 3 - Cell 27,K3-DW1-DK1-PK3-NH1-NK1,3,C,13,4,d,d_slope_magnitude,Slope of oscillation magnitude,-0.002549676388297
Mov. 3 - Cell 31,K3-DW1-DK1-PK3-NH1-NK1,3,C,13,4,d,d_slope_magnitude,Slope of oscillation magnitude,-0.0026423479985114
Mov. 3 - Cell 40,K3-DW1-DK1-PK3-NH1-NK1,3,C,13,4,d,d_slope_magnitude,Slope of oscillation magnitude,-0.0016939876641894
Mov. 3 - Cell 44,K3-DW1-DK1-PK3-NH1-NK1,3,C,13,4,d,d_slope_magnitude,Slope of oscillation magnitude,-0.0044515406905808
Mov. 3 - Cell 46,K3-DW1-DK1-PK3-NH1-NK1,3,C,13,4,d,d_slope_magnitude,Slope of oscillation magnitude,-0.0018299295906802
Mov. 3 - Cell 53,K3-DW1-DK1-PK3-NH1-NK1,3,C,13,4,d,d_slope_magnitude,Slope of oscillation magnitude,-0.0026999025834858
Mov. 3 - Cell 55,K3-DW1-DK1-PK3-NH1-NK1,3,C,13,4,d,d_slope_magnitude,Slope of oscillation magnitude,-0.0033863972271648
Mov. 3 - Cell 57,K3-DW1-DK1-PK3-NH1-NK1,3,C,13,4,d,d_slope_magnitude,Slope of oscillation magnitude,-0.0021193961836218
Mov. 1 - Cell 11.1,K3-DW2b-DK0-PK1-NH3-NK2,4,D,11,4,d,d_slope_magnitude,Slope of oscillation magnitude,0.0001176038939116
Mov. 1 - Cell 12.1,K3-DW2b-DK0-PK1-NH3-NK2,4,D,11,4,d,d_slope_magnitude,Slope of oscillation magnitude,0.000775356188817
Mov. 1 - Cell 13.1,K3-DW2b-DK0-PK1-NH3-NK2,4,D,11,4,d,d_slope_magnitude,Slope of oscillation magnitude,-0.0013971544157913
Mov. 1 - Cell 14.1,K3-DW2b-DK0-PK1-NH3-NK2,4,D,11,4,d,d_slope_magnitude,Slope of oscillation magnitude,-0.0028649986749254
Mov. 1 - Cell 15.1,K3-DW2b-DK0-PK1-NH3-NK2,4,D,11,4,d,d_slope_magnitude,Slope of oscillation magnitude,-0.0023375401948924
Mov. 2 - Cell 13,K3-DW2b-DK0-PK1-NH3-NK2,4,D,11,4,d,d_slope_magnitude,Slope of oscillation magnitude,3.877624017692503e-05
Mov. 2 - Cell 5,K3-DW2b-DK0-PK1-NH3-NK2,4,D,11,4,d,d_slope_magnitude,Slope of oscillation magnitude,0.0002933124479994
Mov. 3 - Cell 2,K3-DW2b-DK0-PK1-NH3-NK2,4,D,11,4,d,d_slope_magnitude,Slope of oscillation magnitude,-0.0008568222400889
Mov. 3 - Cell 3,K3-DW2b-DK0-PK1-NH3-NK2,4,D,11,4,d,d_slope_magnitude,Slope of oscillation magnitude,-0.0013747592374759
Mov. 3 - Cell 34,K3-DW2b-DK0-PK1-NH3-NK2,4,D,11,4,d,d_slope_magnitude,Slope of oscillation magnitude,-4.217551085178264e-05
Mov. 3 - Cell 37,K3-DW2b-DK0-PK1-NH3-NK2,4,D,11,4,d,d_slope_magnitude,Slope of oscillation magnitude,-0.0009849196867803
Mov. 1 - Cell 10,K3-DW2a-DK0-PK1-NH2-NK3,1,A,16,5,e,b_band_power_high,High-frequency band power,0.0001109494728114
Mov. 1 - Cell 12,K3-DW2a-DK0-PK1-NH2-NK3,1,A,16,5,e,b_band_power_high,High-frequency band power,3.774870254271685e-05
Mov. 1 - Cell 15,K3-DW2a-DK0-PK1-NH2-NK3,1,A,16,5,e,b_band_power_high,High-frequency band power,0.0001130837451443
Mov. 1 - Cell 17,K3-DW2a-DK0-PK1-NH2-NK3,1,A,16,5,e,b_band_power_high,High-frequency band power,6.364801073594375e-05
Mov. 1 - Cell 20,K3-DW2a-DK0-PK1-NH2-NK3,1,A,16,5,e,b_band_power_high,High-frequency band power,4.830556135815873e-05
Mov. 1 - Cell 21,K3-DW2a-DK0-PK1-NH2-NK3,1,A,16,5,e,b_band_power_high,High-frequency band power,6.694790647953977e-05
Mov. 1 - Cell 23,K3-DW2a-DK0-PK1-NH2-NK3,1,A,16,5,e,b_band_power_high,High-frequency band power,0.00011867160117
Mov. 1 - Cell 25,K3-DW2a-DK0-PK1-NH2-NK3,1,A,16,5,e,b_band_power_high,High-frequency band power,5.249093566006881e-05
Mov. 1 - Cell 26,K3-DW2a-DK0-PK1-NH2-NK3,1,A,16,5,e,b_band_power_high,High-frequency band power,2.062682853500909e-05
Mov. 1 - Cell 7,K3-DW2a-DK0-PK1-NH2-NK3,1,A,16,5,e,b_band_power_high,High-frequency band power,6.364801073594375e-05
Mov. 2 - R,K3-DW2a-DK0-PK1-NH2-NK3,1,A,16,5,e,b_band_power_high,High-frequency band power,5.2955852567784935e-05
Mov. 2 - S,K3-DW2a-DK0-PK1-NH2-NK3,1,A,16,5,e,b_band_power_high,High-frequency band power,2.5551522031377025e-05
Mov. 2 - T,K3-DW2a-DK0-PK1-NH2-NK3,1,A,16,5,e,b_band_power_high,High-frequency band power,2.165617492166145e-05
Mov. 2 - V,K3-DW2a-DK0-PK1-NH2-NK3,1,A,16,5,e,b_band_power_high,High-frequency band power,7.269575500004548e-05
Mov. 2 - Y,K3-DW2a-DK0-PK1-NH2-NK3,1,A,16,5,e,b_band_power_high,High-frequency band power,3.404179845182651e-05
Mov. 2 - Z,K3-DW2a-DK0-PK1-NH2-NK3,1,A,16,5,e,b_band_power_high,High-frequency band power,3.6693917014253976e-05
Mov. 1 - N,K3-DW1-DK1-PK2-NH1-NK1,2,B,14,5,e,b_band_power_high,High-frequency band power,0.0004345586707515
Mov. 2 - Cell 2,K3-DW1-DK1-PK2-NH1-NK1,2,B,14,5,e,b_band_power_high,High-frequency band power,0.0006033704102272
Mov. 2 - Cell 22,K3-DW1-DK1-PK2-NH1-NK1,2,B,14,5,e,b_band_power_high,High-frequency band power,0.0002825413088761
Mov. 2 - Cell 34,K3-DW1-DK1-PK2-NH1-NK1,2,B,14,5,e,b_band_power_high,High-frequency band power,0.0005965670381359
Mov. 2 - Cell 36,K3-DW1-DK1-PK2-NH1-NK1,2,B,14,5,e,b_band_power_high,High-frequency band power,0.0006891875136271
Mov. 3 - Cell 22,K3-DW1-DK1-PK2-NH1-NK1,2,B,14,5,e,b_band_power_high,High-frequency band power,0.0007248366646229
Mov. 3 - Cell 24,K3-DW1-DK1-PK2-NH1-NK1,2,B,14,5,e,b_band_power_high,High-frequency band power,0.0005641666399601
Mov. 3 - Cell 28,K3-DW1-DK1-PK2-NH1-NK1,2,B,14,5,e,b_band_power_high,High-frequency band power,0.001086570015853
Mov. 3 - Cell 29,K3-DW1-DK1-PK2-NH1-NK1,2,B,14,5,e,b_band_power_high,High-frequency band power,0.0006150343690977
Mov. 3 - Cell 39,K3-DW1-DK1-PK2-NH1-NK1,2,B,14,5,e,b_band_power_high,High-frequency band power,0.0001730199729986
Mov. 3 - Cell 41,K3-DW1-DK1-PK2-NH1-NK1,2,B,14,5,e,b_band_power_high,High-frequency band power,0.0002238286300343
Mov. 3 - Cell 42,K3-DW1-DK1-PK2-NH1-NK1,2,B,14,5,e,b_band_power_high,High-frequency band power,0.0003602924216667
Mov. 3 - Cell 56,K3-DW1-DK1-PK2-NH1-NK1,2,B,14,5,e,b_band_power_high,High-frequency band power,0.0004478273957322
Mov. 3 - Cell 8,K3-DW1-DK1-PK2-NH1-NK1,2,B,14,5,e,b_band_power_high,High-frequency band power,0.0004668692258519
Mov. 1 - O,K3-DW1-DK1-PK3-NH1-NK1,3,C,13,5,e,b_band_power_high,High-frequency band power,0.0009833035127179
Mov. 2 - Cell 1,K3-DW1-DK1-PK3-NH1-NK1,3,C,13,5,e,b_band_power_high,High-frequency band power,0.0002864068334524
Mov. 2 - Cell 23,K3-DW1-DK1-PK3-NH1-NK1,3,C,13,5,e,b_band_power_high,High-frequency band power,0.0003679336320488
Mov. 3 - Cell 25,K3-DW1-DK1-PK3-NH1-NK1,3,C,13,5,e,b_band_power_high,High-frequency band power,0.0010015776137039
Mov. 3 - Cell 26,K3-DW1-DK1-PK3-NH1-NK1,3,C,13,5,e,b_band_power_high,High-frequency band power,0.0003158189506228
Mov. 3 - Cell 27,K3-DW1-DK1-PK3-NH1-NK1,3,C,13,5,e,b_band_power_high,High-frequency band power,0.0014491010494771
Mov. 3 - Cell 31,K3-DW1-DK1-PK3-NH1-NK1,3,C,13,5,e,b_band_power_high,High-frequency band power,0.0004509752899309
Mov. 3 - Cell 40,K3-DW1-DK1-PK3-NH1-NK1,3,C,13,5,e,b_band_power_high,High-frequency band power,0.0006008626284478
Mov. 3 - Cell 44,K3-DW1-DK1-PK3-NH1-NK1,3,C,13,5,e,b_band_power_high,High-frequency band power,0.0019205534482148
Mov. 3 - Cell 46,K3-DW1-DK1-PK3-NH1-NK1,3,C,13,5,e,b_band_power_high,High-frequency band power,0.0021889667353491
Mov. 3 - Cell 53,K3-DW1-DK1-PK3-NH1-NK1,3,C,13,5,e,b_band_power_high,High-frequency band power,0.0007897400817802
Mov. 3 - Cell 55,K3-DW1-DK1-PK3-NH1-NK1,3,C,13,5,e,b_band_power_high,High-frequency band power,0.000660870714523
Mov. 3 - Cell 57,K3-DW1-DK1-PK3-NH1-NK1,3,C,13,5,e,b_band_power_high,High-frequency band power,0.0002765727408158
Mov. 1 - Cell 11.1,K3-DW2b-DK0-PK1-NH3-NK2,4,D,11,5,e,b_band_power_high,High-frequency band power,0.0001842276490462
Mov. 1 - Cell 12.1,K3-DW2b-DK0-PK1-NH3-NK2,4,D,11,5,e,b_band_power_high,High-frequency band power,0.0002407142526207
Mov. 1 - Cell 13.1,K3-DW2b-DK0-PK1-NH3-NK2,4,D,11,5,e,b_band_power_high,High-frequency band power,0.0001953862059761
Mov. 1 - Cell 14.1,K3-DW2b-DK0-PK1-NH3-NK2,4,D,11,5,e,b_band_power_high,High-frequency band power,0.0001926846973255
Mov. 1 - Cell 15.1,K3-DW2b-DK0-PK1-NH3-NK2,4,D,11,5,e,b_band_power_high,High-frequency band power,0.0001663272083452
Mov. 2 - Cell 13,K3-DW2b-DK0-PK1-NH3-NK2,4,D,11,5,e,b_band_power_high,High-frequency band power,0.0003931837465548
Mov. 2 - Cell 5,K3-DW2b-DK0-PK1-NH3-NK2,4,D,11,5,e,b_band_power_high,High-frequency band power,0.0001319381214614
Mov. 3 - Cell 2,K3-DW2b-DK0-PK1-NH3-NK2,4,D,11,5,e,b_band_power_high,High-frequency band power,0.0002394016869276
Mov. 3 - Cell 3,K3-DW2b-DK0-PK1-NH3-NK2,4,D,11,5,e,b_band_power_high,High-frequency band power,0.0002014617188408
Mov. 3 - Cell 34,K3-DW2b-DK0-PK1-NH3-NK2,4,D,11,5,e,b_band_power_high,High-frequency band power,0.0001720741266656
Mov. 3 - Cell 37,K3-DW2b-DK0-PK1-NH3-NK2,4,D,11,5,e,b_band_power_high,High-frequency band power,0.0002811754658321
Mov. 1 - Cell 10,K3-DW2a-DK0-PK1-NH2-NK3,1,A,16,6,f,c_avg_time_between_peaks,Average time between peaks,2.909090909090909
Mov. 1 - Cell 12,K3-DW2a-DK0-PK1-NH2-NK3,1,A,16,6,f,c_avg_time_between_peaks,Average time between peaks,2.4615384615384617
Mov. 1 - Cell 15,K3-DW2a-DK0-PK1-NH2-NK3,1,A,16,6,f,c_avg_time_between_peaks,Average time between peaks,2.727272727272727
Mov. 1 - Cell 17,K3-DW2a-DK0-PK1-NH2-NK3,1,A,16,6,f,c_avg_time_between_peaks,Average time between peaks,2.8181818181818183
Mov. 1 - Cell 20,K3-DW2a-DK0-PK1-NH2-NK3,1,A,16,6,f,c_avg_time_between_peaks,Average time between peaks,2.4285714285714284
Mov. 1 - Cell 21,K3-DW2a-DK0-PK1-NH2-NK3,1,A,16,6,f,c_avg_time_between_peaks,Average time between peaks,2.125
Mov. 1 - Cell 23,K3-DW2a-DK0-PK1-NH2-NK3,1,A,16,6,f,c_avg_time_between_peaks,Average time between peaks,2.75
Mov. 1 - Cell 25,K3-DW2a-DK0-PK1-NH2-NK3,1,A,16,6,f,c_avg_time_between_peaks,Average time between peaks,2.583333333333333
Mov. 1 - Cell 26,K3-DW2a-DK0-PK1-NH2-NK3,1,A,16,6,f,c_avg_time_between_peaks,Average time between peaks,2.8181818181818183
Mov. 1 - Cell 7,K3-DW2a-DK0-PK1-NH2-NK3,1,A,16,6,f,c_avg_time_between_peaks,Average time between peaks,2.8181818181818183
Mov. 2 - R,K3-DW2a-DK0-PK1-NH2-NK3,1,A,16,6,f,c_avg_time_between_peaks,Average time between peaks,2.466666666666667
Mov. 2 - S,K3-DW2a-DK0-PK1-NH2-NK3,1,A,16,6,f,c_avg_time_between_peaks,Average time between peaks,2.8461538461538463
Mov. 2 - T,K3-DW2a-DK0-PK1-NH2-NK3,1,A,16,6,f,c_avg_time_between_peaks,Average time between peaks,2.833333333333333
Mov. 2 - V,K3-DW2a-DK0-PK1-NH2-NK3,1,A,16,6,f,c_avg_time_between_peaks,Average time between peaks,2.6923076923076925
Mov. 2 - Y,K3-DW2a-DK0-PK1-NH2-NK3,1,A,16,6,f,c_avg_time_between_peaks,Average time between peaks,2.6923076923076925
Mov. 2 - Z,K3-DW2a-DK0-PK1-NH2-NK3,1,A,16,6,f,c_avg_time_between_peaks,Average time between peaks,2.466666666666667
Mov. 1 - N,K3-DW1-DK1-PK2-NH1-NK1,2,B,14,6,f,c_avg_time_between_peaks,Average time between peaks,2.4615384615384617
Mov. 2 - Cell 2,K3-DW1-DK1-PK2-NH1-NK1,2,B,14,6,f,c_avg_time_between_peaks,Average time between peaks,2.8461538461538463
Mov. 2 - Cell 22,K3-DW1-DK1-PK2-NH1-NK1,2,B,14,6,f,c_avg_time_between_peaks,Average time between peaks,2.833333333333333
Mov. 2 - Cell 34,K3-DW1-DK1-PK2-NH1-NK1,2,B,14,6,f,c_avg_time_between_peaks,Average time between peaks,2.466666666666667
Mov. 2 - Cell 36,K3-DW1-DK1-PK2-NH1-NK1,2,B,14,6,f,c_avg_time_between_peaks,Average time between peaks,2.75
Mov. 3 - Cell 22,K3-DW1-DK1-PK2-NH1-NK1,2,B,14,6,f,c_avg_time_between_peaks,Average time between peaks,3.071428571428572
Mov. 3 - Cell 24,K3-DW1-DK1-PK2-NH1-NK1,2,B,14,6,f,c_avg_time_between_peaks,Average time between peaks,2.7333333333333334
Mov. 3 - Cell 28,K3-DW1-DK1-PK2-NH1-NK1,2,B,14,6,f,c_avg_time_between_peaks,Average time between peaks,2.8
Mov. 3 - Cell 29,K3-DW1-DK1-PK2-NH1-NK1,2,B,14,6,f,c_avg_time_between_peaks,Average time between peaks,2.75
Mov. 3 - Cell 39,K3-DW1-DK1-PK2-NH1-NK1,2,B,14,6,f,c_avg_time_between_peaks,Average time between peaks,2.333333333333333
Mov. 3 - Cell 41,K3-DW1-DK1-PK2-NH1-NK1,2,B,14,6,f,c_avg_time_between_peaks,Average time between peaks,2.6875
Mov. 3 - Cell 42,K3-DW1-DK1-PK2-NH1-NK1,2,B,14,6,f,c_avg_time_between_peaks,Average time between peaks,2.625
Mov. 3 - Cell 56,K3-DW1-DK1-PK2-NH1-NK1,2,B,14,6,f,c_avg_time_between_peaks,Average time between peaks,3.0
Mov. 3 - Cell 8,K3-DW1-DK1-PK2-NH1-NK1,2,B,14,6,f,c_avg_time_between_peaks,Average time between peaks,2.8666666666666667
Mov. 1 - O,K3-DW1-DK1-PK3-NH1-NK1,3,C,13,6,f,c_avg_time_between_peaks,Average time between peaks,2.75
Mov. 2 - Cell 1,K3-DW1-DK1-PK3-NH1-NK1,3,C,13,6,f,c_avg_time_between_peaks,Average time between peaks,3.0
Mov. 2 - Cell 23,K3-DW1-DK1-PK3-NH1-NK1,3,C,13,6,f,c_avg_time_between_peaks,Average time between peaks,2.6923076923076925
Mov. 3 - Cell 25,K3-DW1-DK1-PK3-NH1-NK1,3,C,13,6,f,c_avg_time_between_peaks,Average time between peaks,2.588235294117647
Mov. 3 - Cell 26,K3-DW1-DK1-PK3-NH1-NK1,3,C,13,6,f,c_avg_time_between_peaks,Average time between peaks,2.933333333333333
Mov. 3 - Cell 27,K3-DW1-DK1-PK3-NH1-NK1,3,C,13,6,f,c_avg_time_between_peaks,Average time between peaks,3.142857142857143
Mov. 3 - Cell 31,K3-DW1-DK1-PK3-NH1-NK1,3,C,13,6,f,c_avg_time_between_peaks,Average time between peaks,3.071428571428572
Mov. 3 - Cell 40,K3-DW1-DK1-PK3-NH1-NK1,3,C,13,6,f,c_avg_time_between_peaks,Average time between peaks,2.647058823529412
Mov. 3 - Cell 44,K3-DW1-DK1-PK3-NH1-NK1,3,C,13,6,f,c_avg_time_between_peaks,Average time between peaks,2.647058823529412
Mov. 3 - Cell 46,K3-DW1-DK1-PK3-NH1-NK1,3,C,13,6,f,c_avg_time_between_peaks,Average time between peaks,2.8666666666666667
Mov. 3 - Cell 53,K3-DW1-DK1-PK3-NH1-NK1,3,C,13,6,f,c_avg_time_between_peaks,Average time between peaks,2.4705882352941178
Mov. 3 - Cell 55,K3-DW1-DK1-PK3-NH1-NK1,3,C,13,6,f,c_avg_time_between_peaks,Average time between peaks,2.857142857142857
Mov. 3 - Cell 57,K3-DW1-DK1-PK3-NH1-NK1,3,C,13,6,f,c_avg_time_between_peaks,Average time between peaks,3.0
Mov. 1 - Cell 11.1,K3-DW2b-DK0-PK1-NH3-NK2,4,D,11,6,f,c_avg_time_between_peaks,Average time between peaks,2.9166666666666665
Mov. 1 - Cell 12.1,K3-DW2b-DK0-PK1-NH3-NK2,4,D,11,6,f,c_avg_time_between_peaks,Average time between peaks,3.090909090909091
Mov. 1 - Cell 13.1,K3-DW2b-DK0-PK1-NH3-NK2,4,D,11,6,f,c_avg_time_between_peaks,Average time between peaks,3.1818181818181817
Mov. 1 - Cell 14.1,K3-DW2b-DK0-PK1-NH3-NK2,4,D,11,6,f,c_avg_time_between_peaks,Average time between peaks,2.9166666666666665
Mov. 1 - Cell 15.1,K3-DW2b-DK0-PK1-NH3-NK2,4,D,11,6,f,c_avg_time_between_peaks,Average time between peaks,3.1818181818181817
Mov. 2 - Cell 13,K3-DW2b-DK0-PK1-NH3-NK2,4,D,11,6,f,c_avg_time_between_peaks,Average time between peaks,3.1666666666666665
Mov. 2 - Cell 5,K3-DW2b-DK0-PK1-NH3-NK2,4,D,11,6,f,c_avg_time_between_peaks,Average time between peaks,3.1818181818181817
Mov. 3 - Cell 2,K3-DW2b-DK0-PK1-NH3-NK2,4,D,11,6,f,c_avg_time_between_peaks,Average time between peaks,3.071428571428572
Mov. 3 - Cell 3,K3-DW2b-DK0-PK1-NH3-NK2,4,D,11,6,f,c_avg_time_between_peaks,Average time between peaks,2.8666666666666667
Mov. 3 - Cell 34,K3-DW2b-DK0-PK1-NH3-NK2,4,D,11,6,f,c_avg_time_between_peaks,Average time between peaks,2.933333333333333
Mov. 3 - Cell 37,K3-DW2b-DK0-PK1-NH3-NK2,4,D,11,6,f,c_avg_time_between_peaks,Average time between peaks,3.0
